Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 13,Area Sample 13,#Peptides,#Unique,#Spec Sample 13,PTM,Avg. Mass,Description
206,281,A0A7E5VT37,160.72,20,20,2.236E6,8,8,9,Carbamidomethylation,62520,septin-7 isoform X9 OS=Trichoplusia ni OX=7111 GN=LOC113496464 PE=3 SV=1
206,282,A0A7E5VTP1,160.72,20,20,2.236E6,8,8,9,Carbamidomethylation,62800,septin-7 isoform X8 OS=Trichoplusia ni OX=7111 GN=LOC113496464 PE=3 SV=1
206,278,A0A7E5VT32,160.72,20,20,2.236E6,8,8,9,Carbamidomethylation,64653,septin-7 isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113496464 PE=3 SV=1
206,290,A0A7E5VTN8,160.72,19,19,2.236E6,8,8,9,Carbamidomethylation,65282,septin-7 isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113496464 PE=3 SV=1
238,823,A0A7E5VGA7,160.48,19,19,8.0245E5,8,8,8,Carbamidomethylation,56299,probable 26S proteasome non-ATPase regulatory subunit 3 OS=Trichoplusia ni OX=7111 GN=LOC113493512 PE=3 SV=1
180,226,A0A7E5WGA0,159.98,40,40,4.9688E6,11,11,11,Carbamidomethylation,46496,adenylyl cyclase-associated protein 1 isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113502194 PE=3 SV=1
180,232,A0A7E5WFG2,159.98,32,32,4.9688E6,11,11,11,Carbamidomethylation,59266,Adenylyl cyclase-associated protein OS=Trichoplusia ni OX=7111 GN=LOC113502194 PE=3 SV=1
180,233,A0A7E5WFG4,159.98,32,32,4.9688E6,11,11,11,Carbamidomethylation,59337,Adenylyl cyclase-associated protein OS=Trichoplusia ni OX=7111 GN=LOC113502194 PE=3 SV=1
279,537,A0A7E5V8N7,158.86,32,32,1.7465E6,7,7,7,,30746,syntaxin-1A isoform X7 OS=Trichoplusia ni OX=7111 GN=LOC113491702 PE=3 SV=1
279,539,A0A7E5V8N2,158.86,29,29,1.7465E6,7,7,7,,33368,syntaxin-1A isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113491702 PE=3 SV=1
279,540,A0A7E5V8K5,158.86,29,29,1.7465E6,7,7,7,,33481,syntaxin-1A isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113491702 PE=3 SV=1
279,538,A0A7E5V8K3,158.86,31,31,1.7465E6,7,7,7,,31424,syntaxin-1A isoform X6 OS=Trichoplusia ni OX=7111 GN=LOC113491702 PE=3 SV=1
279,541,A0A7E5V8M4,158.86,29,29,1.7465E6,7,7,7,,33455,syntaxin-1A isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113491702 PE=3 SV=1
279,542,A0A7E5V8J7,158.86,23,23,1.7465E6,7,7,7,,42608,syntaxin-1A isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113491702 PE=3 SV=1
279,499,A0A7E5V8M2,158.86,29,29,1.7465E6,7,7,7,,33077,syntaxin-1A isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113491702 PE=3 SV=1
361,782,A0A7E5VEM6,158.80,45,45,5.8552E5,6,2,6,,20367,ADP-ribosylation factor 2 OS=Trichoplusia ni OX=7111 GN=LOC113493088 PE=3 SV=1
135,309,A0A7E5VK22,158.06,21,21,3.0734E6,13,13,13,Carbamidomethylation,72080,60 kDa SS-A/Ro ribonucleoprotein homolog OS=Trichoplusia ni OX=7111 GN=LOC113494479 PE=3 SV=1
296,346,A0A7E5W0Y6,157.81,44,44,1.2558E6,7,7,7,Carbamidomethylation,23646,Synaptosomal-associated protein OS=Trichoplusia ni OX=7111 GN=LOC113498479 PE=3 SV=1
296,347,A0A7E5W112,157.81,44,44,1.2558E6,7,7,7,Carbamidomethylation,23665,Synaptosomal-associated protein OS=Trichoplusia ni OX=7111 GN=LOC113498479 PE=3 SV=1
178,159495,P08160.1,157.15,35,35,5.9321E6,11,11,11,Carbamidomethylation,34829,RecName: Full=Early 35 kDa protein; AltName: Full=Apoptosis-preventing protein; AltName: Full=p35
214,2277,A0A7E5VHV3,156.09,13,13,5.9509E5,9,9,9,Carbamidomethylation,94775,Coatomer subunit gamma OS=Trichoplusia ni OX=7111 GN=LOC113493971 PE=3 SV=1
333,464,A0A7E5WF48,155.88,43,43,1.9068E6,6,6,6,Carbamidomethylation,19483,protein tyrosine phosphatase type IVA 2 OS=Trichoplusia ni OX=7111 GN=LOC113502135 PE=4 SV=1
147,865,A0A7E5X1N7,155.54,14,14,2.6211E6,11,11,12,,133305,Eukaryotic translation initiation factor 5B OS=Trichoplusia ni OX=7111 GN=LOC113507680 PE=4 SV=1
432,1191,A0A7E5WCL4,155.30,28,28,1.1913E6,5,5,5,,37609,26S proteasome non-ATPase regulatory subunit 7 OS=Trichoplusia ni OX=7111 GN=LOC113501489 PE=3 SV=1
285,443,A0A7E5WEY7,155.21,40,40,1.3539E6,7,7,7,,32479,alpha/beta hydrolase domain-containing protein 17B OS=Trichoplusia ni OX=7111 GN=LOC113501872 PE=4 SV=1
150,337,A0A7E5WJR6,155.08,54,54,3.0334E6,12,12,12,Carbamidomethylation,26771,40S ribosomal protein S3 OS=Trichoplusia ni OX=7111 GN=LOC113502978 PE=3 SV=1
95,525,A0A7E5WHV4,154.88,29,29,1.986E6,16,16,16,Carbamidomethylation,82593,Vesicle-fusing ATPase OS=Trichoplusia ni OX=7111 GN=LOC113502529 PE=3 SV=1
162,351,A0A7E5WJQ3,154.41,41,41,3.2446E6,11,11,11,Carbamidomethylation,43331,Septin OS=Trichoplusia ni OX=7111 GN=LOC113502968 PE=3 SV=1
424,564,A0A7E5W941,153.34,43,43,1.9706E6,5,5,5,Carbamidomethylation,25203,charged multivesicular body protein 5 OS=Trichoplusia ni OX=7111 GN=LOC113500418 PE=3 SV=1
221,295,A0A7E5VC52,153.18,19,19,1.6017E6,9,9,9,Carbamidomethylation,66289,formin-binding protein 1-like isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113492563 PE=4 SV=1
221,296,A0A7E5VC94,153.18,19,19,1.6017E6,9,9,9,Carbamidomethylation,67137,formin-binding protein 1-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113492563 PE=4 SV=1
221,297,A0A7E5VC50,153.18,19,19,1.6017E6,9,9,9,Carbamidomethylation,68095,formin-binding protein 1-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113492563 PE=4 SV=1
259,502,A0A7E5W4Y0,152.91,20,20,1.2642E6,8,8,8,,66265,phosphatidylinositol-binding clathrin assembly protein LAP isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113499322 PE=3 SV=1
259,503,A0A7E5W5Q2,152.91,19,19,1.2642E6,8,8,8,,66862,phosphatidylinositol-binding clathrin assembly protein LAP isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113499322 PE=3 SV=1
259,504,A0A7E5W4K8,152.91,19,19,1.2642E6,8,8,8,,68664,phosphatidylinositol-binding clathrin assembly protein LAP isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113499322 PE=3 SV=1
259,505,A0A7E5W4F8,152.91,19,19,1.2642E6,8,8,8,,69096,phosphatidylinositol-binding clathrin assembly protein LAP isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113499322 PE=3 SV=1
259,506,A0A7E5W4X5,152.91,19,19,1.2642E6,8,8,8,,69261,phosphatidylinositol-binding clathrin assembly protein LAP isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113499322 PE=3 SV=1
183,570,A0A7E5W2S7,152.84,39,39,3.4974E6,10,10,11,Carbamidomethylation,29907,40S ribosomal protein S3a OS=Trichoplusia ni OX=7111 GN=LOC113498677 PE=3 SV=1
222,907,A0A7E5VK21,152.64,37,37,3.3367E6,9,9,9,,36920,Eukaryotic translation initiation factor 3 subunit I OS=Trichoplusia ni OX=7111 GN=LOC113494477 PE=3 SV=1
286,905,A0A7E5WU94,152.45,33,33,1.2977E7,7,7,7,,24091,Ribosomal protein L15 OS=Trichoplusia ni OX=7111 GN=LOC113505787 PE=3 SV=1
140,159499,P41415.1,152.22,45,45,4.7213E6,12,12,13,Carbamidomethylation,31979,RecName: Full=Serine/threonine-protein kinase 1
403,832,A0A7E5WZC3,151.97,49,49,4.1119E6,5,5,5,Carbamidomethylation,11843,Thioredoxin OS=Trichoplusia ni OX=7111 GN=LOC113507592 PE=3 SV=1
301,327,A0A7E5WPY8,151.41,34,34,2.9742E6,6,6,7,,23234,ras-related protein Rab-2A OS=Trichoplusia ni OX=7111 GN=LOC113504336 PE=4 SV=1
182,636,A0A7E5VNH5,151.33,34,34,2.6172E6,10,10,11,Carbamidomethylation,29524,40S ribosomal protein S4 OS=Trichoplusia ni OX=7111 GN=LOC113495374 PE=3 SV=1
139,325,A0A7E5WRF4,150.89,47,47,3.2903E6,11,7,13,,23943,ras-related protein Rab-8A isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113505027 PE=4 SV=1
139,326,A0A7E5WT58,150.89,47,47,3.2903E6,11,7,13,,24072,ras-related protein Rab-8A isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113505027 PE=4 SV=1
244,1893,A0A7E5WLW0,150.60,46,46,1.2791E6,8,8,8,,33232,Coatomer subunit epsilon OS=Trichoplusia ni OX=7111 GN=LOC113503389 PE=3 SV=1
356,479,A0A7E5VS72,150.49,36,36,1.6847E6,6,6,6,,27765,V-type proton ATPase subunit D OS=Trichoplusia ni OX=7111 GN=LOC113496232 PE=3 SV=1
272,657,A0A7E5VE87,150.41,24,24,1.0264E6,7,7,7,Carbamidomethylation,56507,Importin subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113493033 PE=3 SV=1
123,175,A0A7E5VGL3,149.85,19,19,2.4628E6,13,13,13,Carbamidomethylation,99814,AP complex subunit beta OS=Trichoplusia ni OX=7111 GN=LOC113493578 PE=3 SV=1
171,350,A0A7E5VDG4,149.84,41,41,2.1587E6,11,11,11,Carbamidomethylation,35352,retinol dehydrogenase 13-like OS=Trichoplusia ni OX=7111 GN=LOC113492848 PE=3 SV=1
310,381,A0A7E5VEQ7,149.76,56,56,7.2944E6,6,6,7,Carbamidomethylation,19792,Translationally-controlled tumor protein homolog OS=Trichoplusia ni OX=7111 GN=LOC113493123 PE=3 SV=1
369,1421,A0A7E5WCI3,149.46,63,63,6.3527E5,6,6,6,Carbamidomethylation,16490,Actin-related protein 2/3 complex subunit 5 OS=Trichoplusia ni OX=7111 GN=LOC113501473 PE=3 SV=1
371,488,A0A7E5VVL1,149.18,25,25,1.9086E6,6,4,6,Carbamidomethylation,40985,uncharacterized protein LOC113497167 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113497167 PE=4 SV=1
227,159524,P41701.2,149.14,48,48,1.9088E7,6,6,9,Oxidation (M),9558,RecName: Full=Protein E18; Short=E18
143,266,A0A7E5VZB1,148.47,10,10,1.056E6,12,12,12,Carbamidomethylation,166723,Protein-tyrosine-phosphatase OS=Trichoplusia ni OX=7111 GN=LOC113497970 PE=4 SV=1
409,7611,A0A7E5VGU4,148.47,23,23,4.6946E6,5,5,5,,38506,uncharacterized protein LOC113493678 isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113493678 PE=4 SV=1
409,7612,A0A7E5VGM2,148.47,22,22,4.6946E6,5,5,5,,39718,uncharacterized protein LOC113493678 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113493678 PE=4 SV=1
409,13231,A0A7E5VGM4,148.47,22,22,4.6946E6,5,5,5,,40231,uncharacterized protein LOC113493678 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113493678 PE=4 SV=1
370,690,A0A7E5VYE6,148.28,18,18,2.274E6,6,6,6,,44390,Reticulon-like protein OS=Trichoplusia ni OX=7111 GN=LOC113497813 PE=4 SV=1
253,413,A0A7E5W6G5,147.81,35,35,1.9618E6,7,7,8,Carbamidomethylation,35494,Serine/threonine-protein phosphatase OS=Trichoplusia ni OX=7111 GN=LOC113499516 PE=3 SV=1
192,7212,A0A7E5VBG0,147.78,29,29,4.9579E6,10,10,10,Carbamidomethylation,57541,H/ACA ribonucleoprotein complex subunit 4-like OS=Trichoplusia ni OX=7111 GN=LOC113492352 PE=3 SV=1
330,477,A0A7E5WBY8,147.23,50,50,2.0374E6,6,6,6,Carbamidomethylation,23010,ras-related protein Rab-5B OS=Trichoplusia ni OX=7111 GN=LOC113501100 PE=4 SV=1
295,1160,A0A7E5VLW4,147.14,54,54,3.368E6,7,7,7,,19961,Transcription factor BTF3 OS=Trichoplusia ni OX=7111 GN=LOC113494876 PE=3 SV=1
154,225,A0A7E5VQN8,146.90,28,28,1.4528E6,12,12,12,,56863,Catalase OS=Trichoplusia ni OX=7111 GN=LOC113495760 PE=3 SV=1
288,364,A0A7E5VC21,146.61,39,39,1.1339E7,6,6,7,,19721,Nucleoside diphosphate kinase OS=Trichoplusia ni OX=7111 GN=LOC113492544 PE=3 SV=1
358,630,A0A7E5VFT7,145.88,18,18,1.2397E6,5,5,6,,41159,uncharacterized protein LOC113493393 OS=Trichoplusia ni OX=7111 GN=LOC113493393 PE=4 SV=1
141,216,A0A7E5W0C1,145.63,14,14,2.1043E6,12,12,13,Carbamidomethylation,127421,Calcium-transporting ATPase OS=Trichoplusia ni OX=7111 GN=LOC113498289 PE=3 SV=1
328,692,A0A7E5VJW1,145.36,37,37,2.0476E6,6,6,6,Carbamidomethylation,24427,vacuolar protein sorting-associated protein 37C OS=Trichoplusia ni OX=7111 GN=LOC113494446 PE=3 SV=1
287,511,A0A7E5WEX3,145.01,61,61,3.0814E6,7,7,7,Carbamidomethylation,20110,ADP-ribosylation factor 6 OS=Trichoplusia ni OX=7111 GN=LOC113502068 PE=3 SV=1
223,604,A0A7E5WT41,144.93,24,24,3.8034E6,9,9,9,,45345,tumor susceptibility gene 101 protein OS=Trichoplusia ni OX=7111 GN=LOC113505472 PE=3 SV=1
234,659,A0A7E5X365,144.49,21,21,4.3705E6,8,8,8,,43323,plasminogen activator inhibitor 1 RNA-binding protein-like OS=Trichoplusia ni OX=7111 GN=LOC113508773 PE=4 SV=1
368,410,A0A7E5WI32,143.84,23,23,1.1949E6,6,6,6,Carbamidomethylation,40820,TBC1 domain family member whacked OS=Trichoplusia ni OX=7111 GN=LOC113502880 PE=4 SV=1
218,391,A0A7E5W1G5,143.54,36,36,6.6405E5,9,9,9,Carbamidomethylation,39231,protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498340 PE=3 SV=1
307,485,A0A7E5V9W6,143.27,37,37,1.6336E6,7,7,7,Carbamidomethylation,33518,40S ribosomal protein SA OS=Trichoplusia ni OX=7111 GN=LOC113492011 PE=3 SV=1
254,509,A0A7E5VIM2,142.89,37,37,1.1365E6,8,8,8,Carbamidomethylation,30600,60S ribosomal protein L7 OS=Trichoplusia ni OX=7111 GN=LOC113494180 PE=3 SV=1
375,685,A0A7E5VKV2,142.86,35,35,2.5168E6,5,4,6,Carbamidomethylation,21369,ras-related protein Rac1 OS=Trichoplusia ni OX=7111 GN=LOC113494689 PE=4 SV=1
240,194,A0A7E5W121,142.49,17,17,6.4995E4,8,1,8,Carbamidomethylation,76783,uncharacterized protein LOC113498483 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113498483 PE=4 SV=1
240,195,A0A7E5W108,142.49,17,17,6.4995E4,8,1,8,Carbamidomethylation,76845,uncharacterized protein LOC113498483 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113498483 PE=4 SV=1
309,441,A0A7E5WZM8,141.80,37,37,2.5627E6,6,5,7,,24488,elongation factor 1-beta' OS=Trichoplusia ni OX=7111 GN=LOC113507643 PE=3 SV=1
269,1055,A0A7E5VKJ1,141.37,29,29,7.0134E5,7,7,7,Carbamidomethylation,36568,ESCRT-I complex subunit MVB12A OS=Trichoplusia ni OX=7111 GN=LOC113494603 PE=3 SV=1
130,170,A0A7E5WK95,141.24,34,34,9.9292E5,13,13,13,,58250,Tyrosine--tRNA ligase OS=Trichoplusia ni OX=7111 GN=LOC113503429 PE=3 SV=1
261,159503,P41678.1,141.16,47,47,3.1477E6,8,8,8,Carbamidomethylation,22110,RecName: Full=Capsid protein p24
411,734,A0A7E5X3B4,140.88,41,41,2.2385E6,5,5,5,,21289,heat shock protein beta-1 isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113508364 PE=3 SV=1
411,735,A0A7G9U7K2,140.88,41,41,2.2385E6,5,5,5,,21376,Heat shock protein 21.4 OS=Trichoplusia ni OX=7111 GN=Hsp21.4 PE=2 SV=1
411,736,A0A7E5X3Z0,140.88,38,38,2.2385E6,5,5,5,,23192,heat shock protein 30C isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113508364 PE=3 SV=1
411,737,A0A7E5X418,140.88,38,38,2.2385E6,5,5,5,,23279,heat shock protein 30C isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113508364 PE=3 SV=1
305,159513,P16709.2,139.59,61,61,1.6829E7,7,7,7,,8653,RecName: Full=viral Ubiquitin; Flags: Precursor
352,750,A0A7E5VLV3,139.24,35,35,2.9385E6,6,6,6,,24586,charged multivesicular body protein 3 OS=Trichoplusia ni OX=7111 GN=LOC113494939 PE=3 SV=1
255,606,A0A7E5WWM3,139.08,35,35,1.3148E6,8,8,8,Carbamidomethylation,36882,gamma-soluble NSF attachment protein-like OS=Trichoplusia ni OX=7111 GN=LOC113506608 PE=3 SV=1
274,374,A0A7E5WV00,138.95,19,19,4.566E5,7,7,7,Carbamidomethylation,55787,Seryl-tRNA synthetase OS=Trichoplusia ni OX=7111 GN=LOC113505465 PE=3 SV=1
173,1238,A0A7E5WMN1,138.86,17,17,8.5206E5,11,11,11,,105443,Coatomer subunit beta' OS=Trichoplusia ni OX=7111 GN=LOC113504086 PE=3 SV=1
363,672,A0A7E5VAQ9,138.58,34,34,8.4811E5,6,6,6,Carbamidomethylation,23214,rho GDP-dissociation inhibitor 1 OS=Trichoplusia ni OX=7111 GN=LOC113492206 PE=3 SV=1
341,1208,A0A7E5VKL9,138.57,22,22,1.2931E7,6,6,6,Carbamidomethylation,30334,60S ribosomal protein L7a OS=Trichoplusia ni OX=7111 GN=LOC113494564 PE=3 SV=1
349,756,A0A7E5VQ72,138.50,38,38,2.2326E6,6,6,6,,22493,synaptobrevin homolog YKT6 OS=Trichoplusia ni OX=7111 GN=LOC113495661 PE=3 SV=1
263,771,A0A7E5W8E1,138.29,40,40,3.0862E6,8,8,8,,17052,40S ribosomal protein S16 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113500369 PE=3 SV=1
263,772,A0A7E5W8Z9,138.29,39,39,3.0862E6,8,8,8,,17894,40S ribosomal protein S16 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113500369 PE=3 SV=1
213,335,A0A7E5W9Y2,138.21,29,29,2.0496E6,9,9,9,,42121,proliferation-associated protein 2G4 OS=Trichoplusia ni OX=7111 GN=LOC113500761 PE=3 SV=1
163,1572,A0A7E5VS51,138.19,39,39,1.8931E6,11,10,11,Carbamidomethylation,47095,26S proteasome regulatory subunit 6B OS=Trichoplusia ni OX=7111 GN=LOC113496212 PE=3 SV=1
275,2511,A0A7E5W7J5,138.17,11,11,8.9474E5,7,7,7,,98121,N-alpha-acetyltransferase 15  NatA auxiliary subunit-like isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113500141 PE=4 SV=1
275,2509,A0A7E5W7N4,138.17,11,11,8.9474E5,7,7,7,,95920,N-alpha-acetyltransferase 15  NatA auxiliary subunit-like isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113500141 PE=4 SV=1
275,2513,A0A7E5W8V7,138.17,11,11,8.9474E5,7,7,7,,99466,N-alpha-acetyltransferase 15  NatA auxiliary subunit-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113500141 PE=4 SV=1
275,2510,A0A7E5W7N6,138.17,11,11,8.9474E5,7,7,7,,97555,N-alpha-acetyltransferase 15  NatA auxiliary subunit-like isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113500141 PE=4 SV=1
275,2512,A0A7E5W813,138.17,11,11,8.9474E5,7,7,7,,98585,N-alpha-acetyltransferase 15  NatA auxiliary subunit-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113500141 PE=4 SV=1
337,384,A0A7E5VK45,137.81,19,19,1.6284E6,6,6,6,,44175,Phosphoglycerate kinase OS=Trichoplusia ni OX=7111 GN=LOC113494495 PE=3 SV=1
353,975,A0A7E5W931,137.74,30,30,1.4682E6,6,6,6,,35586,kallikrein-6-like isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113500559 PE=4 SV=1
353,976,A0A7E5W9N8,137.74,30,30,1.4682E6,6,6,6,,35657,kallikrein-6-like isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113500559 PE=4 SV=1
353,977,A0A7E5WAH4,137.74,29,29,1.4682E6,6,6,6,,36884,kallikrein-6-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113500559 PE=4 SV=1
353,978,A0A7E5W926,137.74,29,29,1.4682E6,6,6,6,,36842,kallikrein-6-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113500559 PE=4 SV=1
193,180,A0A7E5WQW1,137.34,22,22,1.839E6,10,10,10,Carbamidomethylation,53331,thioredoxin reductase 1  mitochondrial isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113504568 PE=3 SV=1
193,211,A0A7E5WRF1,137.34,21,21,1.839E6,10,10,10,Carbamidomethylation,55560,thioredoxin reductase 1  mitochondrial isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113504568 PE=3 SV=1
193,212,A0A7E5WPP3,137.34,21,21,1.839E6,10,10,10,Carbamidomethylation,56542,thioredoxin reductase 1  mitochondrial isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113504568 PE=3 SV=1
193,213,A0A7E5WPX5,137.34,20,20,1.839E6,10,10,10,Carbamidomethylation,57551,thioredoxin reductase 1  mitochondrial isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113504568 PE=3 SV=1
291,531,A0A7E5X012,136.72,20,20,9.6495E5,7,7,7,Carbamidomethylation,71922,Polypeptide N-acetylgalactosaminyltransferase OS=Trichoplusia ni OX=7111 GN=LOC113507745 PE=3 SV=1
325,904,A0A7E5V8E1,136.65,16,16,5.4797E5,6,6,6,Carbamidomethylation,60287,ran GTPase-activating protein 1 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113491648 PE=4 SV=1
325,892,A0A7E5V8A8,136.65,15,15,5.4797E5,6,6,6,Carbamidomethylation,63983,ran GTPase-activating protein 1 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113491648 PE=4 SV=1
156,279,A0A7E5WEP1,136.30,35,35,5.8292E6,12,12,12,Carbamidomethylation,39910,Arginine kinase OS=Trichoplusia ni OX=7111 GN=LOC113501645 PE=3 SV=1
156,280,A0A7E5WD79,136.30,33,33,5.8292E6,12,12,12,Carbamidomethylation,42299,Arginine kinase OS=Trichoplusia ni OX=7111 GN=LOC113501645 PE=3 SV=1
156,284,A0A7E5WD74,136.30,33,33,5.8292E6,12,12,12,Carbamidomethylation,43174,Arginine kinase OS=Trichoplusia ni OX=7111 GN=LOC113501645 PE=3 SV=1
124,265,A0A7E5W9A4,136.12,12,12,1.5066E6,13,13,13,,129430,membrane-associated protein Hem OS=Trichoplusia ni OX=7111 GN=LOC113500624 PE=4 SV=1
196,334,A0A7E5W5J8,134.82,39,39,2.9316E6,10,10,10,Carbamidomethylation,33084,alpha-soluble NSF attachment protein isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113499619 PE=3 SV=1
502,159523,P12826.1,134.68,35,35,1.6412E6,4,4,4,,18482,RecName: Full=Early 18.5 kDa protein
264,1146,A0A7E5WH96,134.52,43,43,2.3515E6,7,5,8,,23481,ras-related protein Rab6 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113502231 PE=4 SV=1
280,454,A0A7E5WBZ8,134.47,23,23,1.6549E6,7,7,7,Carbamidomethylation,44773,S-adenosylmethionine synthase OS=Trichoplusia ni OX=7111 GN=LOC113500928 PE=3 SV=1
280,453,A0A7E5WAK9,134.47,23,23,1.6549E6,7,7,7,Carbamidomethylation,44608,S-adenosylmethionine synthase OS=Trichoplusia ni OX=7111 GN=LOC113500928 PE=3 SV=1
302,609,A0A7E5WT84,134.39,49,49,7.2522E6,6,6,7,Carbamidomethylation,17595,60S ribosomal protein L12 OS=Trichoplusia ni OX=7111 GN=LOC113505482 PE=3 SV=1
242,367,A0A7E5VYD0,134.33,9,9,8.0663E5,8,8,8,Carbamidomethylation,130045,protein transport protein Sec31A isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113497802 PE=3 SV=1
242,336,A0A7E5VYH3,134.33,9,9,8.0663E5,8,8,8,Carbamidomethylation,132000,protein transport protein Sec31A isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113497802 PE=3 SV=1
267,496,A0A7E5VH83,134.32,36,36,6.2124E5,6,4,8,Carbamidomethylation,22929,ras-related protein Rab-35 OS=Trichoplusia ni OX=7111 GN=LOC113493786 PE=4 SV=1
365,910,A0A7E5VE04,133.32,45,45,2.5444E6,6,6,6,,12553,glutaredoxin-C4-like OS=Trichoplusia ni OX=7111 GN=LOC113492949 PE=4 SV=1
211,369,A0A7E5X4Q3,132.88,10,10,7.1601E5,9,9,9,Carbamidomethylation,134044,Leucyl-tRNA synthetase OS=Trichoplusia ni OX=7111 GN=LOC113508534 PE=3 SV=1
651,159522,P04870.2,132.56,57,57,1.4351E6,2,2,2,,10310,RecName: Full=Protein p10; AltName: Full=Fibrous body protein
350,670,A0A7E5WMY8,132.54,37,37,2.4793E6,6,6,6,,22550,nascent polypeptide-associated complex subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113504156 PE=4 SV=1
367,1464,A0A7E5VCP5,131.27,55,55,7.1528E6,6,6,6,Carbamidomethylation,12388,60S ribosomal protein L30 OS=Trichoplusia ni OX=7111 GN=LOC113492671 PE=3 SV=1
342,13230,A0A7E5WWK3,130.90,31,31,1.4447E6,6,6,6,Carbamidomethylation,30470,Eukaryotic translation initiation factor 3 subunit F OS=Trichoplusia ni OX=7111 GN=LOC113506587 PE=3 SV=1
318,501,A0A7E5VHD4,130.87,11,11,3.3441E6,6,6,6,Carbamidomethylation,60288,organic cation transporter protein-like OS=Trichoplusia ni OX=7111 GN=LOC113493833 PE=4 SV=1
277,328,A0A7E5VYB3,130.49,14,14,1.2463E6,7,7,7,,83068,disks large 1 tumor suppressor protein isoform X9 OS=Trichoplusia ni OX=7111 GN=LOC113497791 PE=4 SV=1
277,316,A0A7E5VYB5,130.49,13,13,1.2463E6,7,7,7,,83407,disks large 1 tumor suppressor protein isoform X8 OS=Trichoplusia ni OX=7111 GN=LOC113497791 PE=4 SV=1
277,320,A0A7E5VYE3,130.49,13,13,1.2463E6,7,7,7,,86766,disks large 1 tumor suppressor protein isoform X7 OS=Trichoplusia ni OX=7111 GN=LOC113497791 PE=4 SV=1
277,314,A0A7E5VYX4,130.49,13,13,1.2463E6,7,7,7,,87104,disks large 1 tumor suppressor protein isoform X6 OS=Trichoplusia ni OX=7111 GN=LOC113497791 PE=4 SV=1
277,317,A0A7E5VYB0,130.49,12,12,1.2463E6,7,7,7,,97324,disks large 1 tumor suppressor protein isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113497791 PE=3 SV=1
277,331,A0A7E5VYE2,130.49,11,11,1.2463E6,7,7,7,,99797,disks large 1 tumor suppressor protein isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113497791 PE=3 SV=1
